student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
79432967,Eleanor,Wilson,Female,Arts,English Literature,Project Management,1.6,Harlingen,Yes,67,2018,No
91248611,Penelope,Davis,Female,Medicine,Public Health,Film Studies,2.85,Brownsville,Yes,62,2018,Yes
21134234,Luis,Wilson,Male,Engineering,Industrial Engineering,Creative Writing,3.58,Edinburg,No,97,2018,Yes
52321848,Ana,Flores,Female,Arts,English Literature,Foreign Language,3.35,Brownsville,Yes,66,2018,No
63105144,Logan,Singh,Male,Computers,Artificial Intelligence,Project Management,3.08,Brownsville,Yes,67,2018,Yes
78970404,Sebastian,Thompson,Male,Engineering,Chemical Engineering,Environmental Science,2.99,Edinburg,Yes,81,2018,No
20217077,Zoey,Hill,Female,Mechanical,Thermodynamics,Creative Writing,1.54,Brownsville,No,52,2018,No
17301764,Wei,Harris,Male,Civil,Transportation Engineering,Public Relations,2.64,Edinburg,Yes,71,2018,No
74315617,Scarlett,Hill,Female,Computers,Software Engineering,Psychology,2.01,Brownsville,Yes,61,2018,No
85697136,Grace,Scott,Female,Arts,Theater,Foreign Language,2.45,Brownsville,Yes,52,2018,Yes
26256037,Alejandro,Williams,Male,Medicine,Public Health,Statistics,2.44,Edinburg,Yes,80,2018,No
62396494,Daniel,Jackson,Male,Mechanical,Thermodynamics,Cybersecurity,2.85,Harlingen,Yes,58,2018,No
91842606,Omar,Scott,Male,Engineering,Industrial Engineering,Cybersecurity,2.99,Brownsville,No,66,2018,No
14292564,Marcus,Thomas,Male,Business,Marketing,Project Management,1.78,Brownsville,No,59,2018,No
84803566,Alejandro,Ramirez,Male,Engineering,Industrial Engineering,Mathematics,1.84,Brownsville,Yes,42,2018,No
72305223,Mia,Shah,Female,Computers,Cybersecurity,Public Relations,1.51,Harlingen,No,56,2018,No
25376967,Olivia,Torres,Female,Civil,Urban Planning,Project Management,1.25,Harlingen,No,56,2018,No
71057321,Benjamin,Scott,Male,Medicine,Nursing,Film Studies,2.73,Harlingen,No,78,2018,No
18127907,Arjun,Williams,Male,Business,Finance,Cybersecurity,3.34,Brownsville,No,66,2018,No
89101548,Logan,Scott,Male,Engineering,Chemical Engineering,Public Relations,2.13,Edinburg,Yes,56,2018,No
61321616,Camila,Wilson,Female,Civil,Transportation Engineering,Political Science,1.5,Edinburg,Yes,63,2018,No
36600481,Lily,Garcia,Female,Engineering,Electrical Engineering,Film Studies,2.98,Brownsville,No,74,2018,No
27062820,Penelope,Davis,Female,Business,Human Resources,Project Management,4.0,Harlingen,Yes,83,2018,Yes
18872743,Rahul,Walker,Male,Engineering,Industrial Engineering,Ethics,3.19,Harlingen,Yes,73,2018,Yes
23763845,Evelyn,Moore,Female,Arts,Graphic Design,Entrepreneurship,1.61,Brownsville,No,50,2018,No
88503013,Sofia,Torres,Female,Arts,Philosophy,Journalism,3.36,Brownsville,Yes,66,2018,Yes
43518425,Sophia,Wilson,Female,Mechanical,Robotics,Political Science,3.74,Brownsville,Yes,87,2018,No
59704919,Alexander,Thompson,Male,Civil,Geotechnical Engineering,Statistics,2.96,Edinburg,No,76,2018,No
17408461,Jordan,Choi,Male,Mechanical,Automotive Engineering,Entrepreneurship,2.16,Edinburg,No,73,2018,No
41270124,Grace,Lopez,Female,Civil,Environmental Engineering,Sociology,3.86,Edinburg,No,95,2018,Yes
25238258,Olivia,Jones,Female,Engineering,Aerospace Engineering,Statistics,3.2,Brownsville,Yes,85,2018,Yes
89957046,Isabella,Williams,Female,Computers,Information Technology,Sociology,1.23,Brownsville,Yes,52,2018,No
60776432,Nora,Wilson,Female,Mechanical,Manufacturing Engineering,Cybersecurity,1.85,Brownsville,No,42,2018,No
62243099,Olivia,Brown,Female,Medicine,Biomedical Sciences,Sociology,3.33,Edinburg,Yes,83,2018,Yes
83014877,Emily,Garcia,Female,Civil,Environmental Engineering,Film Studies,2.35,Harlingen,No,57,2018,No
47225738,Valentina,Garcia,Female,Civil,Structural Engineering,Foreign Language,2.98,Edinburg,No,78,2018,Yes
33089065,Sofia,Walker,Female,Medicine,Nursing,Ethics,3.97,Brownsville,Yes,83,2018,Yes
76154828,Emma,Lewis,Female,Business,Entrepreneurship,Project Management,3.11,Edinburg,Yes,77,2018,No
84484494,Luis,Lopez,Male,Mechanical,HVAC Engineering,Spanish,2.55,Edinburg,Yes,60,2018,No
51372342,Samuel,Garcia,Male,Engineering,Electrical Engineering,Data Analytics,2.81,Harlingen,No,79,2018,Yes
79413321,Grace,Kumar,Female,Civil,Environmental Engineering,Data Analytics,3.29,Edinburg,No,68,2018,Yes
99462191,Jin,Park,Male,Medicine,Pre-Medicine,Psychology,2.97,Brownsville,No,88,2018,Yes
82423181,Arjun,King,Male,Computers,Cybersecurity,Creative Writing,2.45,Harlingen,No,59,2018,Yes
70446005,Oliver,Wang,Male,Computers,Computer Science,Political Science,3.55,Edinburg,No,83,2018,Yes
44873618,Lucas,Kim,Male,Computers,Computer Science,Film Studies,2.91,Brownsville,No,72,2018,Yes
34280861,Scarlett,Scott,Female,Engineering,Biomedical Engineering,Psychology,2.38,Brownsville,No,62,2018,No
74012884,Charlotte,Singh,Female,Medicine,Public Health,Sociology,2.38,Harlingen,Yes,54,2018,No
58560203,Liam,Singh,Male,Arts,Fine Arts,Health Science,1.5,Edinburg,No,57,2018,No
10240806,Benjamin,Sharma,Male,Mechanical,Automotive Engineering,Public Relations,3.09,Harlingen,No,80,2018,Yes
37664980,Layla,Miller,Female,Engineering,Biomedical Engineering,Public Relations,3.58,Brownsville,Yes,82,2018,Yes
36838792,Jin,Smith,Male,Mechanical,Manufacturing Engineering,Political Science,2.31,Harlingen,No,76,2018,No
37124463,Daniel,Perez,Male,Medicine,Biomedical Sciences,Health Science,3.12,Harlingen,Yes,62,2018,Yes
93535297,Jordan,Chen,Male,Arts,Fine Arts,Creative Writing,2.65,Brownsville,Yes,58,2018,Yes
52812930,Alexander,Gonzalez,Male,Civil,Geotechnical Engineering,Journalism,3.5,Harlingen,Yes,77,2018,Yes
34142509,Penelope,Walker,Female,Civil,Transportation Engineering,Project Management,2.15,Brownsville,Yes,76,2018,No
55753757,Hannah,Martinez,Female,Medicine,Public Health,Ethics,1.95,Brownsville,Yes,46,2018,No
70699569,Diego,Martinez,Male,Arts,History,Communication,2.4,Brownsville,No,79,2018,No
24673969,Sebastian,Ramirez,Male,Medicine,Biomedical Sciences,Ethics,2.98,Brownsville,Yes,88,2018,No
83971515,Hannah,Rodriguez,Female,Medicine,Biomedical Sciences,Creative Writing,3.42,Brownsville,No,87,2018,Yes
60473070,Luna,Singh,Female,Mechanical,Robotics,Public Relations,1.42,Harlingen,No,52,2018,No
64331615,Nora,Anderson,Female,Engineering,Electrical Engineering,Health Science,2.49,Harlingen,No,62,2018,No
40397377,Chloe,Flores,Female,Arts,Theater,Political Science,2.86,Edinburg,Yes,76,2018,Yes
93905953,Riley,Wang,Female,Mechanical,Robotics,Statistics,2.87,Edinburg,No,75,2018,Yes
98940223,Hannah,Wilson,Female,Computers,Computer Science,Mathematics,2.91,Brownsville,No,63,2018,No
95881660,Abigail,Brown,Female,Arts,Theater,Health Science,3.05,Harlingen,Yes,62,2018,No
79310039,Emily,Chen,Female,Computers,Software Engineering,Mathematics,1.66,Edinburg,No,64,2018,No
66595773,Nathan,Walker,Male,Computers,Software Engineering,Psychology,3.31,Edinburg,No,69,2018,No
51051748,Madison,Wright,Female,Computers,Software Engineering,Public Relations,2.99,Harlingen,Yes,83,2018,No
73450998,Ahmed,Perez,Male,Computers,Artificial Intelligence,Psychology,1.88,Edinburg,No,48,2018,No
17006670,Samuel,Walker,Male,Medicine,Pre-Medicine,Foreign Language,2.76,Harlingen,No,59,2018,No
38711362,Benjamin,Taylor,Male,Medicine,Nursing,Mathematics,2.29,Brownsville,Yes,67,2018,No
54131527,Liam,Martinez,Male,Arts,English Literature,Psychology,2.28,Harlingen,No,62,2018,No
15799619,Ananya,Martin,Female,Civil,Transportation Engineering,Spanish,3.55,Harlingen,Yes,92,2018,Yes
25935838,Ava,Perez,Female,Medicine,Public Health,Mathematics,2.14,Harlingen,No,57,2018,No
82153658,Ella,Ramirez,Female,Business,Finance,Project Management,3.85,Harlingen,Yes,73,2018,Yes
99353566,Daniel,Martin,Male,Arts,Graphic Design,Communication,1.78,Harlingen,No,59,2018,No
58340756,Luna,Allen,Female,Medicine,Public Health,Journalism,2.93,Brownsville,No,73,2018,Yes
17760713,Logan,Nguyen,Male,Medicine,Public Health,Public Relations,1.89,Brownsville,No,71,2018,No
20314057,Sofia,Hernandez,Female,Civil,Environmental Engineering,Creative Writing,2.97,Harlingen,Yes,78,2018,Yes
39258024,Sofia,Johnson,Female,Medicine,Pharmacy,Journalism,3.79,Brownsville,No,71,2018,Yes
81266369,Lillian,Rodriguez,Female,Business,Entrepreneurship,Data Analytics,3.48,Brownsville,Yes,94,2018,Yes
44659573,Jin,Davis,Male,Civil,Urban Planning,Psychology,2.95,Edinburg,No,78,2018,No
95502687,Elizabeth,Kumar,Female,Civil,Transportation Engineering,Film Studies,3.93,Brownsville,No,84,2018,Yes
75774655,Mateo,Brown,Male,Computers,Information Technology,Mathematics,3.45,Brownsville,Yes,75,2018,No
55774229,Owen,Shah,Male,Arts,Fine Arts,Spanish,2.11,Harlingen,Yes,63,2018,No
86501789,Scarlett,Thompson,Female,Computers,Cybersecurity,Public Relations,3.16,Brownsville,Yes,67,2018,Yes
78400997,Penelope,Lewis,Female,Arts,Music,Ethics,2.44,Harlingen,Yes,77,2018,No
95175568,James,Shah,Male,Medicine,Pharmacy,Creative Writing,2.84,Brownsville,Yes,79,2018,Yes
45092681,Eleanor,Lee,Female,Civil,Environmental Engineering,Political Science,2.65,Brownsville,Yes,60,2018,Yes
71362421,Luis,Allen,Male,Arts,English Literature,Spanish,3.56,Brownsville,No,86,2018,Yes
25741182,James,Lopez,Male,Civil,Environmental Engineering,Journalism,3.0,Harlingen,No,87,2018,Yes
60807444,Sara,Smith,Female,Mechanical,Robotics,Environmental Science,1.62,Harlingen,No,58,2018,No
79959715,Penelope,Davis,Female,Medicine,Public Health,Environmental Science,1.22,Harlingen,No,59,2018,No
18132259,Jordan,Gonzalez,Male,Civil,Geotechnical Engineering,Data Analytics,2.62,Brownsville,Yes,71,2018,No
95908599,Sara,Brown,Female,Mechanical,Automotive Engineering,Entrepreneurship,3.19,Edinburg,Yes,87,2018,Yes
71721526,Ethan,Robinson,Male,Civil,Environmental Engineering,Spanish,1.74,Brownsville,Yes,68,2018,No
25311971,Omar,Davis,Male,Computers,Cybersecurity,Project Management,2.82,Harlingen,No,68,2018,No
11404112,Jackson,Sharma,Male,Computers,Computer Science,Communication,2.3,Harlingen,Yes,70,2018,No
58247123,Nora,Moore,Female,Computers,Information Technology,Public Relations,3.91,Harlingen,Yes,96,2018,Yes
83633726,Ravi,Martin,Male,Business,Economics,Data Analytics,2.95,Edinburg,No,78,2018,Yes
26486673,Jordan,Brown,Male,Business,Finance,Film Studies,3.48,Edinburg,Yes,77,2018,No
89117362,Scarlett,Flores,Female,Civil,Structural Engineering,Journalism,3.53,Brownsville,No,68,2018,Yes
43232519,Elizabeth,Clark,Female,Civil,Environmental Engineering,Leadership Studies,3.34,Edinburg,No,66,2018,No
49389855,Oliver,Lewis,Male,Engineering,Electrical Engineering,Entrepreneurship,3.15,Edinburg,Yes,79,2018,No
29518865,Ethan,Jones,Male,Medicine,Biomedical Sciences,Data Analytics,3.72,Edinburg,No,73,2018,Yes
86736473,Isabella,Sharma,Female,Computers,Software Engineering,Political Science,3.62,Harlingen,No,93,2018,Yes
21105529,Nathan,Brown,Male,Engineering,Aerospace Engineering,Mathematics,3.45,Harlingen,No,95,2018,Yes
88045701,Hannah,Sanchez,Female,Medicine,Biomedical Sciences,Foreign Language,2.55,Brownsville,Yes,56,2018,No
87922011,Madison,Scott,Female,Engineering,Electrical Engineering,Data Analytics,2.98,Edinburg,No,73,2018,No
33641681,Lucia,King,Female,Engineering,Aerospace Engineering,Leadership Studies,3.6,Brownsville,No,98,2018,Yes
98737121,Lillian,Shah,Female,Business,Entrepreneurship,Health Science,2.78,Harlingen,No,59,2018,No
69457610,Hannah,Sanchez,Female,Business,Finance,Film Studies,2.29,Edinburg,No,62,2018,Yes
67195974,Ananya,Rodriguez,Female,Medicine,Pre-Medicine,Foreign Language,2.57,Harlingen,Yes,71,2018,No
20187212,Eleanor,Singh,Female,Medicine,Biomedical Sciences,Ethics,3.55,Brownsville,No,90,2018,Yes
40054818,Sebastian,Flores,Male,Engineering,Aerospace Engineering,Health Science,3.66,Harlingen,Yes,88,2018,Yes
88719129,Ricardo,Shah,Male,Civil,Structural Engineering,Public Relations,3.25,Edinburg,Yes,68,2018,No
71092912,Aiden,Young,Male,Business,Economics,Spanish,3.59,Harlingen,No,72,2018,Yes
27145844,Mateo,Clark,Male,Arts,Fine Arts,Environmental Science,2.93,Edinburg,Yes,87,2018,No
80787260,Oliver,Garcia,Male,Arts,Philosophy,Sociology,2.35,Brownsville,Yes,77,2018,No
40441314,Diego,King,Male,Mechanical,Thermodynamics,Sociology,1.94,Edinburg,No,48,2018,No
80823670,Alexander,Lopez,Male,Medicine,Biomedical Sciences,Journalism,1.62,Edinburg,No,54,2018,No
29772666,Logan,Perez,Male,Mechanical,Manufacturing Engineering,Environmental Science,3.3,Edinburg,Yes,84,2018,Yes
83142094,Emma,Lewis,Female,Medicine,Biomedical Sciences,Journalism,3.87,Edinburg,No,73,2018,Yes
97329972,Benjamin,Clark,Male,Engineering,Industrial Engineering,Entrepreneurship,2.75,Edinburg,No,81,2018,Yes
43223676,Zoey,Thompson,Female,Civil,Geotechnical Engineering,Communication,2.89,Edinburg,No,82,2018,Yes
57719918,Sofia,Flores,Female,Business,Management,Cybersecurity,2.33,Edinburg,Yes,68,2018,No
82184184,Mateo,Nguyen,Male,Engineering,Chemical Engineering,Leadership Studies,2.01,Harlingen,No,69,2018,No
42877143,Camila,Park,Female,Engineering,Chemical Engineering,Journalism,1.6,Brownsville,Yes,54,2018,No
37132171,Eleanor,Martinez,Female,Civil,Structural Engineering,Cybersecurity,4.0,Brownsville,No,97,2018,Yes
11425000,Victoria,Taylor,Female,Business,Finance,Spanish,2.71,Edinburg,Yes,78,2018,Yes
42655177,Oliver,Wang,Male,Medicine,Public Health,Communication,3.75,Edinburg,No,73,2018,Yes
36301142,Owen,Wright,Male,Computers,Cybersecurity,Film Studies,2.71,Brownsville,No,63,2018,No
26392706,Sophia,King,Female,Mechanical,Automotive Engineering,Leadership Studies,2.48,Brownsville,No,55,2018,No
77233564,Jin,Thomas,Male,Arts,Graphic Design,Ethics,3.31,Brownsville,Yes,65,2018,No
58558973,Kai,Kim,Male,Civil,Transportation Engineering,Creative Writing,1.7,Edinburg,No,69,2018,No
56835730,Camila,Hill,Female,Business,Marketing,Creative Writing,3.38,Harlingen,No,69,2018,Yes
33593423,Ryan,Smith,Male,Arts,History,Foreign Language,2.3,Brownsville,Yes,49,2018,No
69233164,Nathan,Scott,Male,Arts,History,Cybersecurity,3.91,Harlingen,Yes,74,2018,Yes
18910956,Ricardo,Ramirez,Male,Medicine,Public Health,Public Relations,1.02,Brownsville,Yes,41,2018,No
21962773,Ava,Lewis,Female,Computers,Software Engineering,Ethics,2.74,Harlingen,Yes,80,2018,Yes
61342524,Ananya,Kim,Female,Mechanical,Automotive Engineering,Film Studies,2.46,Brownsville,No,78,2018,No
41709986,Emma,Williams,Female,Business,Marketing,Spanish,2.29,Harlingen,No,75,2018,No
78819323,Priya,Martinez,Female,Business,Human Resources,Entrepreneurship,1.96,Brownsville,No,72,2018,No
86024765,Priya,Lewis,Female,Computers,Data Science,Project Management,2.61,Edinburg,Yes,78,2018,No
36827785,Victoria,King,Female,Arts,Theater,Political Science,2.88,Edinburg,Yes,83,2018,No
51190288,Evelyn,Garcia,Female,Engineering,Biomedical Engineering,Entrepreneurship,3.18,Brownsville,Yes,81,2018,Yes
11853850,Jackson,Robinson,Male,Civil,Transportation Engineering,Foreign Language,2.9,Edinburg,Yes,62,2018,Yes
78342876,Oliver,Park,Male,Arts,Music,Psychology,1.92,Edinburg,Yes,63,2018,No
96971344,Luna,Torres,Female,Medicine,Public Health,Ethics,3.22,Brownsville,No,73,2018,No
39442278,Abigail,Thompson,Female,Engineering,Electrical Engineering,Communication,2.56,Edinburg,Yes,67,2018,No
32551079,Jin,Walker,Male,Engineering,Industrial Engineering,Data Analytics,3.6,Brownsville,No,70,2018,Yes
83650679,Sofia,Ramirez,Female,Computers,Artificial Intelligence,Foreign Language,1.18,Brownsville,No,58,2018,No
88811444,Sophia,Lopez,Female,Computers,Cybersecurity,Environmental Science,3.49,Brownsville,Yes,73,2018,No
29157738,Sophia,Davis,Female,Mechanical,Thermodynamics,Statistics,2.97,Edinburg,Yes,69,2018,Yes
29469252,Victoria,Lee,Female,Engineering,Chemical Engineering,Psychology,2.74,Harlingen,No,85,2018,Yes
41656751,Rahul,Garcia,Male,Computers,Software Engineering,Journalism,3.14,Brownsville,No,73,2018,Yes
33242556,Sophia,White,Female,Arts,Fine Arts,Creative Writing,3.55,Brownsville,No,93,2018,Yes
20336724,Michael,Wilson,Male,Arts,Music,Project Management,2.14,Brownsville,No,74,2018,No
49308425,Ana,Brown,Female,Engineering,Chemical Engineering,Leadership Studies,2.16,Harlingen,No,68,2018,No
86926664,James,Choi,Male,Medicine,Nursing,Sociology,2.57,Brownsville,Yes,74,2018,Yes
54896164,Eleanor,Brown,Female,Mechanical,Robotics,Ethics,2.11,Harlingen,No,67,2018,No
92577505,Luis,Lewis,Male,Mechanical,Automotive Engineering,Public Relations,2.03,Harlingen,Yes,59,2018,No
40670441,Jordan,Moore,Male,Computers,Cybersecurity,Data Analytics,3.04,Harlingen,No,78,2018,No
40658880,Miguel,Sharma,Male,Arts,Graphic Design,Leadership Studies,3.7,Harlingen,No,100,2018,Yes
66391404,Mateo,Scott,Male,Computers,Software Engineering,Mathematics,2.78,Harlingen,No,73,2018,Yes
36127787,Penelope,Harris,Female,Computers,Software Engineering,Environmental Science,2.01,Brownsville,Yes,49,2018,No
75835257,Valentina,Smith,Female,Computers,Computer Science,Health Science,3.91,Brownsville,No,100,2018,Yes
84320166,Hannah,Wright,Female,Computers,Data Science,Entrepreneurship,2.05,Harlingen,No,65,2018,No
79166587,Arjun,Lewis,Male,Business,Economics,Statistics,2.41,Harlingen,No,67,2018,No
43974429,Scarlett,Moore,Female,Engineering,Chemical Engineering,Psychology,3.38,Brownsville,No,86,2018,Yes
96299492,Wei,Shah,Male,Medicine,Pre-Medicine,Health Science,2.49,Edinburg,No,63,2018,No
67675066,Logan,Martin,Male,Civil,Structural Engineering,Spanish,2.48,Edinburg,No,68,2018,No
83197003,Harper,Lopez,Female,Civil,Transportation Engineering,Cybersecurity,2.7,Harlingen,Yes,82,2018,No
15121402,Hannah,Choi,Female,Civil,Geotechnical Engineering,Communication,1.93,Harlingen,Yes,46,2018,No
43841446,Olivia,Martin,Female,Computers,Software Engineering,Statistics,2.72,Brownsville,Yes,66,2018,Yes
87576424,Oliver,Johnson,Male,Business,Human Resources,Foreign Language,1.54,Edinburg,Yes,43,2018,No
57714076,Ahmed,Wilson,Male,Mechanical,Thermodynamics,Psychology,2.27,Brownsville,Yes,76,2018,Yes
16320483,Wei,Torres,Male,Business,Human Resources,Spanish,3.28,Harlingen,No,73,2018,No
31596039,Michael,Sanchez,Male,Mechanical,Manufacturing Engineering,Psychology,2.18,Edinburg,No,47,2018,No
54669061,Lily,Jones,Female,Engineering,Industrial Engineering,Project Management,3.34,Edinburg,No,95,2018,No
62793007,Ahmed,Clark,Male,Business,Marketing,Leadership Studies,3.67,Harlingen,No,86,2018,Yes
13093615,Miguel,Sharma,Male,Civil,Transportation Engineering,Environmental Science,3.77,Brownsville,Yes,91,2018,Yes
78656985,Luis,Shah,Male,Mechanical,Thermodynamics,Ethics,3.58,Edinburg,No,73,2018,Yes
92645984,Mateo,Park,Male,Mechanical,Thermodynamics,Project Management,3.75,Harlingen,Yes,99,2018,Yes
96719336,Logan,Harris,Male,Medicine,Biomedical Sciences,Cybersecurity,1.18,Harlingen,No,52,2018,No
46570751,Grace,Hernandez,Female,Medicine,Public Health,Project Management,2.05,Brownsville,No,50,2018,No
33343475,Lillian,Wright,Female,Business,Economics,Psychology,2.6,Brownsville,No,73,2018,No
21164538,Ethan,Taylor,Male,Medicine,Nursing,Political Science,2.51,Brownsville,No,52,2018,No
44889871,Ella,Clark,Female,Computers,Computer Science,Sociology,1.38,Edinburg,Yes,52,2018,No
34029363,Sophia,Kumar,Female,Mechanical,Manufacturing Engineering,Environmental Science,2.68,Brownsville,Yes,74,2018,No
96747841,Logan,Martinez,Male,Medicine,Pharmacy,Cybersecurity,3.77,Brownsville,Yes,74,2018,Yes
68412146,Nathan,Johnson,Male,Medicine,Pre-Medicine,Creative Writing,2.54,Edinburg,No,54,2018,Yes
85275882,Samuel,Jackson,Male,Computers,Artificial Intelligence,Statistics,3.42,Brownsville,Yes,78,2018,No
77769078,Oliver,Flores,Male,Mechanical,Robotics,Project Management,3.48,Edinburg,No,90,2018,Yes
10285318,Abigail,Kumar,Female,Arts,Fine Arts,Public Relations,3.31,Edinburg,No,75,2018,No
82471623,Benjamin,Young,Male,Civil,Geotechnical Engineering,Foreign Language,3.49,Edinburg,Yes,74,2018,Yes
84305211,Lillian,Kim,Female,Business,Management,Sociology,2.84,Edinburg,No,76,2018,No
99867595,Eleanor,Davis,Female,Computers,Cybersecurity,Entrepreneurship,3.06,Brownsville,No,88,2018,No
52690690,Noah,Rodriguez,Male,Mechanical,Robotics,Political Science,3.7,Brownsville,No,76,2018,Yes
90455230,Aiden,Martin,Male,Civil,Structural Engineering,Mathematics,3.41,Brownsville,No,84,2018,No
67998180,Lillian,King,Female,Engineering,Electrical Engineering,Project Management,3.32,Harlingen,No,84,2018,Yes
26114955,Eleanor,Lee,Female,Medicine,Pre-Medicine,Ethics,3.71,Harlingen,Yes,86,2018,No
66396086,William,Gonzalez,Male,Engineering,Electrical Engineering,Psychology,3.99,Brownsville,Yes,98,2018,Yes
89158951,Grace,Choi,Female,Mechanical,Manufacturing Engineering,Film Studies,2.76,Harlingen,Yes,81,2018,No
61292797,Lillian,Scott,Female,Computers,Information Technology,Entrepreneurship,2.41,Harlingen,Yes,75,2018,Yes
14161709,Victoria,Walker,Female,Engineering,Biomedical Engineering,Spanish,2.69,Brownsville,Yes,81,2018,No
44976823,Sophia,White,Female,Business,Human Resources,Ethics,2.86,Edinburg,Yes,60,2018,Yes
29225985,Arjun,Brown,Male,Computers,Artificial Intelligence,Project Management,2.9,Harlingen,No,85,2018,Yes
30554844,Priya,Torres,Female,Mechanical,Thermodynamics,Psychology,2.05,Harlingen,No,58,2018,Yes
88658660,Mateo,Martin,Male,Civil,Urban Planning,Psychology,3.62,Brownsville,Yes,92,2018,Yes
67691886,Michael,Young,Male,Medicine,Public Health,Leadership Studies,3.84,Harlingen,Yes,86,2018,Yes
48235511,Sofia,Harris,Female,Engineering,Electrical Engineering,Psychology,3.94,Harlingen,Yes,75,2018,Yes
40109109,Omar,Sharma,Male,Medicine,Public Health,Leadership Studies,2.51,Harlingen,No,77,2018,Yes
62283259,Nathan,Flores,Male,Mechanical,Thermodynamics,Psychology,3.16,Edinburg,Yes,87,2018,Yes
86205626,Lillian,Lewis,Female,Engineering,Aerospace Engineering,Cybersecurity,2.63,Brownsville,No,70,2018,Yes
86553712,Isabella,Park,Female,Computers,Information Technology,Cybersecurity,3.26,Harlingen,Yes,75,2018,Yes
58927772,Benjamin,Ramirez,Male,Computers,Software Engineering,Sociology,2.97,Edinburg,No,85,2018,No
17612156,Noah,Thompson,Male,Computers,Computer Science,Sociology,2.3,Edinburg,Yes,73,2018,No
15684393,Mia,Harris,Female,Civil,Geotechnical Engineering,Political Science,3.86,Brownsville,No,82,2018,Yes
53373070,Lillian,Shah,Female,Medicine,Pre-Medicine,Film Studies,1.86,Edinburg,No,54,2018,No
